0.232376	0.003682	0.252518	220	170	70
-0.173467	-0.366254	0.078973	220	170	70
0.140642	0.351196	0.261708	220	170	70
-0.22292	-0.098866	0.526187	220	170	70
-0.23494	-0.501168	0.120723	220	170	70
-0.219866	0.07124	0.368864	220	170	70
0.102683	-0.230767	-0.406654	220	170	70
-0.013649	-0.191677	0.553042	220	170	70
0.340328	0.299245	0.01502	220	170	70
-0.064543	0.528713	-0.409921	220	170	70
0.414243	-0.260961	-0.468252	220	170	70
0.162203	0.607581	-0.263398	220	170	70
0.219925	-0.349262	-0.195685	220	170	70
0.306607	-0.12221	0.306091	220	170	70
0.132899	0.066729	0.422003	220	170	70
-0.03358	-0.037597	0.719552	220	170	70
0.272288	-0.451469	-0.386079	220	170	70
0.012864	0.23369	0.532293	220	170	70
-0.038529	0.026177	-0.103186	220	170	70
-0.344411	0.434977	-0.47241	220	170	70
0.160765	0.174937	0.401184	220	170	70
0.370253	0.180206	-0.235169	220	170	70
0.028891	-0.022508	0.531066	220	170	70
-0.109439	0.166271	0.461669	220	170	70
-0.408381	0.659949	-0.208205	220	170	70
-0.297037	0.808887	-0.25159	220	170	70
0.109807	-0.624506	-0.078329	220	170	70
0.357936	-0.458241	-0.505119	220	170	70
-0.386395	0.443446	0.072229	220	170	70
-0.035587	-0.028715	0.165188	220	170	70
0.191085	-0.316913	0.321733	220	170	70
0.127785	-0.220992	-0.387834	220	170	70
0.233498	0.580832	-0.181479	220	170	70
0.441971	0.067293	0.452075	220	170	70
0.186629	0.011234	-0.045052	220	170	70
0.142339	0.455359	-0.220838	220	170	70
-0.270285	0.505323	-0.356167	220	170	70
0.008161	-0.309636	0.479565	220	170	70
-0.349767	0.261678	0.230573	220	170	70
-0.123414	-0.54291	-0.041964	220	170	70
-0.025257	0.253264	0.35438	220	170	70
-0.359594	-0.028821	-0.390932	220	170	70
0.106194	0.199109	0.561993	220	170	70
0.106262	0.248181	0.415241	220	170	70
0.072488	-0.250948	0.505166	220	170	70
0.304513	0.144968	0.198247	220	170	70
-0.325217	-0.218779	0.10554	220	170	70
0.147194	0.154629	-0.011026	220	170	70
0.24498	-0.178826	0.269435	220	170	70
-0.067368	0.008541	0.01113	220	170	70
0.246235	-0.277389	-0.328514	220	170	70
-0.347597	-0.237623	0.388258	220	170	70
0.049275	-0.159026	0.439962	220	170	70
-0.047933	0.016206	-0.497548	220	170	70
0.104795	-0.16764	-0.234375	220	170	70
-0.006689	-0.288418	0.477274	220	170	70
-0.147172	0.351768	-0.140942	220	170	70
-0.055324	0.124688	0.049474	220	170	70
-0.107341	-0.178125	0.421248	220	170	70
-0.333317	-0.344374	-0.135126	220	170	70
-0.127233	0.29351	-0.011458	220	170	70
0.371406	-0.016013	0.312437	220	170	70
-0.359914	-0.268551	-0.447778	220	170	70
0.15357	-0.220464	0.333853	220	170	70
0.225445	-0.08483	0.212256	220	170	70
-0.091996	-0.288828	0.113942	220	170	70
0.308247	0.115126	0.245223	220	170	70
0.216324	-0.11205	-0.316073	220	170	70
0.142263	-0.380273	0.099624	220	170	70
0.45491	-0.37427	-0.196707	220	170	70
0.3499	-0.427191	-0.385845	220	170	70
-0.231578	-0.063614	0.368475	220	170	70
-0.091976	0.294936	-0.342599	220	170	70
0.149747	0.449621	-0.042625	220	170	70
-0.241907	-0.451377	-0.048284	220	170	70
0.292564	-0.386464	-0.219284	220	170	70
-0.001931	-0.214117	0.495314	220	170	70
-0.219491	0.333073	0.090055	220	170	70
0.040066	-0.177332	0.295359	220	170	70
-0.219379	-0.052007	0.451134	220	170	70
-0.277359	-0.408621	-0.535443	220	170	70
0.301216	-0.331542	-0.277438	220	170	70
0.205482	-0.093343	-0.317661	220	170	70
-0.036705	0.120887	0.538494	220	170	70
-0.258443	0.055175	0.461326	220	170	70
-0.02329	0.416614	0.245226	220	170	70
-0.342373	-0.235109	0.384231	220	170	70
-0.278899	0.241359	0.135095	220	170	70
0.114455	0.478853	-0.26028	220	170	70
0.113596	0.2184	-0.469281	220	170	70
-0.08743	-0.194174	0.513737	220	170	70
-0.255744	0.358334	0.015903	220	170	70
-0.026017	0.003922	0.654431	220	170	70
-0.096381	0.477298	0.290198	220	170	70
-0.214634	-0.514472	-0.01493	220	170	70
0.308918	0.180921	-0.152681	220	170	70
-0.175586	-0.025005	0.435324	220	170	70
-0.209199	0.119499	-0.066282	220	170	70
-0.157017	-0.389211	0.099935	220	170	70
0.002196	-0.309259	0.475935	220	170	70
-0.371978	-0.226693	-0.430071	220	170	70
0.136186	0.211546	0.301985	220	170	70
-0.279412	0.04999	0.421065	220	170	70
0.25997	-0.215938	-0.133161	220	170	70
0.016143	0.235289	0.446372	220	170	70
0.011926	0.189189	0.438198	220	170	70
0.345307	0.215323	-0.153378	220	170	70
0.230194	0.439972	-0.047711	220	170	70
-0.199769	-0.031906	0.272479	220	170	70
0.166743	0.062679	-0.501154	220	170	70
0.394546	0.25158	-0.234493	220	170	70
0.333782	0.432123	-0.192912	220	170	70
0.304661	-0.482155	-0.383682	220	170	70
0.164124	-0.378065	-0.161349	220	170	70
-0.001021	0.297907	0.221792	220	170	70
-0.226618	0.267862	-0.188453	220	170	70
-0.213483	0.578445	-0.388413	220	170	70
-0.273892	-0.436996	-0.060738	220	170	70
0.146419	-0.097547	0.01212	220	170	70
-0.184604	-0.00113	0.254776	220	170	70
-0.064243	0.012586	-0.010241	220	170	70
-0.160931	0.484014	-0.069833	220	170	70
-0.102122	-0.428425	-0.350542	220	170	70
0.200046	-0.311552	0.308125	220	170	70
0.074319	0.095848	0.624263	220	170	70
-0.134631	0.310959	0.319335	220	170	70
-0.251482	0.015944	-0.066622	220	170	70
-0.422729	0.678343	-0.228527	220	170	70
-0.309378	-0.192787	-0.321953	220	170	70
0.047649	-0.204558	0.297635	220	170	70
0.08567	-0.072755	0.523148	220	170	70
0.283988	0.409043	-0.063759	220	170	70
-0.337867	0.259324	0.133465	220	170	70
-0.087339	0.471238	0.008334	220	170	70
-0.14666	-0.176042	-0.012798	220	170	70
0.31787	0.100222	0.277759	220	170	70
-0.01762	-0.184516	0.25002	220	170	70
0.324567	0.073147	0.210064	220	170	70
0.233892	0.532089	0.006316	220	170	70
-0.128948	-0.407712	0.198842	220	170	70
-0.25095	-0.50821	-0.236047	220	170	70
-0.079081	0.564366	-0.387565	220	170	70
-0.237221	0.5238	-0.362989	220	170	70
0.017584	-0.000717	-0.486636	220	170	70
0.074226	-0.063511	0.624574	220	170	70
-0.158292	0.496851	0.005557	220	170	70
0.375708	-0.138311	-0.360346	220	170	70
-0.171667	0.684635	-0.121777	220	170	70
0.161176	0.197163	0.508805	220	170	70
0.201411	0.308901	-0.348719	220	170	70
-0.248478	-0.147756	0.502957	220	170	70
-0.026255	-0.059709	0.72161	220	170	70
-0.334725	0.050209	0.35654	220	170	70
0.1515	0.045194	0.477702	220	170	70
0.146737	0.316913	-0.06282	220	170	70
0.411148	0.221625	-0.380579	220	170	70
0.307566	-0.30342	-0.195537	220	170	70
0.369721	0.482934	-0.203612	220	170	70
-0.23133	-0.213197	0.270387	220	170	70
0.342528	-0.006244	0.395093	220	170	70
0.024789	-0.389466	-0.431562	220	170	70
0.104168	0.199664	0.496841	220	170	70
-0.076493	-0.177274	0.359737	220	170	70
0.224988	0.037546	0.274475	220	170	70
-0.311853	-0.335498	-0.516954	220	170	70
-0.016886	0.063432	0.543158	220	170	70
0.186909	0.081359	-0.503974	220	170	70
0.101691	-0.143105	0.40037	220	170	70
-0.365122	-0.127606	0.318144	220	170	70
0.424313	-0.188876	-0.490217	220	170	70
0.279302	0.388638	-0.3464	220	170	70
0.168471	0.458804	0.008231	220	170	70
0.159512	-0.260891	0.332738	220	170	70
-0.252582	-0.250513	-0.284447	220	170	70
-0.248495	0.157603	0.377247	220	170	70
-0.176787	-0.196574	0.300085	220	170	70
0.16599	-0.395205	0.099089	220	170	70
0.285526	0.373516	-0.164808	220	170	70
-0.351785	0.793054	-0.305242	220	170	70
0.315433	-0.116165	-0.440585	220	170	70
-0.170501	-0.41456	-0.559091	220	170	70
0.302982	0.060013	0.268842	220	170	70
0.196094	-0.074788	0.328857	220	170	70
0.174205	-0.125554	0.652586	220	170	70
0.416081	0.563099	-0.20782	220	170	70
-0.032689	0.091635	-0.407945	220	170	70
-0.171845	-0.014937	0.252782	220	170	70
-0.30111	0.800715	-0.243764	220	170	70
0.343668	-0.02661	0.409824	220	170	70
0.229931	-0.340356	-0.250481	220	170	70
-0.012383	-0.26072	0.333349	220	170	70
-0.063424	0.226912	0.114455	220	170	70
0.1473	-0.39078	0.075037	220	170	70
0.075493	0.085352	0.624495	220	170	70
0.198806	-0.162078	0.289148	220	170	70
-0.251505	0.141209	0.385497	220	170	70
0.127816	0.133249	0.142771	220	170	70
-0.16833	-0.625872	-0.186799	220	170	70
-0.089704	0.270734	0.168305	220	170	70
-0.059074	0.376542	-0.010637	220	170	70
0.006638	0.140733	0.444879	220	170	70
-0.349174	-0.407269	-0.161333	220	170	70
-0.257318	-0.319486	-0.219698	220	170	70
-0.283032	0.629541	-0.208034	220	170	70
0.104322	-0.29502	0.361245	220	170	70
0.199228	0.070126	0.481197	220	170	70
-0.206293	-0.12511	-0.255741	220	170	70
0.375555	-0.059897	-0.357014	220	170	70
-0.038527	-0.127185	0.59949	220	170	70
0.136219	0.341521	-0.066178	220	170	70
0.201012	-0.359818	-0.383757	220	170	70
-0.162949	-0.06382	0.611088	220	170	70
0.381938	0.558434	-0.17155	220	170	70
-0.119089	0.264864	-0.344781	220	170	70
0.328151	0.568928	-0.019559	220	170	70
0.177885	-0.092374	0.01248	220	170	70
-0.329095	-0.271298	-0.493395	220	170	70
0.387787	0.502566	-0.241041	220	170	70
-0.135824	0.276623	0.320723	220	170	70
0.456525	-0.11166	-0.402748	220	170	70
-0.139309	0.372893	0.318456	220	170	70
-0.132339	-0.10277	0.637292	220	170	70
-0.036898	0.028632	0.602099	220	170	70
0.278069	0.06419	0.344257	220	170	70
0.170863	0.279487	-0.456044	220	170	70
-0.172784	0.31441	-0.148704	220	170	70
0.101408	-0.278937	-0.313629	220	170	70
0.313405	0.323593	-0.497411	220	170	70
-0.246515	-0.309554	0.078376	220	170	70
0.111426	-0.247047	0.259971	220	170	70
-0.25498	-0.451046	-0.042137	220	170	70
-0.260821	0.135531	0.379622	220	170	70
-0.08953	-0.421452	-0.401408	220	170	70
-0.31174	-0.42961	-0.061555	220	170	70
0.589189	-0.310303	-0.470686	220	170	70
-0.454783	-0.451358	-0.162718	220	170	70
0.205747	-0.299001	-0.070903	220	170	70
-0.012426	0.052562	0.631678	220	170	70
0.116294	0.178619	0.3957	220	170	70
-0.014926	0.15624	-0.336871	220	170	70
0.459676	-0.160755	-0.397568	220	170	70
-0.232001	-0.13189	0.251514	220	170	70
0.392377	0.330596	0.041282	220	170	70
-0.157001	0.553804	-0.059197	220	170	70
0.165981	-0.402071	0.126772	220	170	70
0.406356	0.485612	-0.119831	220	170	70
-0.401874	0.470906	-0.336375	220	170	70
0.193872	-0.36479	-0.095313	220	170	70
0.088985	0.120141	0.385986	220	170	70
0.171525	0.295293	0.328449	220	170	70
-0.13697	0.026386	0.080842	220	170	70
0.095146	-0.235736	0.362232	220	170	70
0.072257	0.175824	0.209655	220	170	70
0.277361	0.391846	0.007412	220	170	70
0.156467	0.078275	0.013824	220	170	70
0.104505	0.12764	0.520089	220	170	70
0.090739	0.020377	0.545887	220	170	70
0.053891	-0.04485	0.195182	220	170	70
-0.324277	-0.288654	0.187854	220	170	70
-0.279011	0.20587	0.010071	220	170	70
-0.377489	0.483723	-0.504463	220	170	70
0.346259	0.304422	0.042586	220	170	70
0.150424	-0.213501	-0.230516	220	170	70
-0.3564	0.290833	0.207092	220	170	70
0.31536	0.330001	0.100582	220	170	70
0.386779	0.088007	0.310226	220	170	70
-0.062703	-0.113832	0.107509	220	170	70
-0.19427	-0.137228	0.473071	220	170	70
-0.334076	0.219047	0.158257	220	170	70
-0.037987	0.187279	0.517579	220	170	70
-0.167476	-0.0774	0.495018	220	170	70
0.326534	-0.308494	0.183715	220	170	70
-0.183837	-0.410438	-0.142177	220	170	70
-0.168422	-0.040259	0.573856	220	170	70
0.477971	0.496348	-0.218177	220	170	70
0.252325	0.182688	0.246817	220	170	70
0.11411	-0.471665	-0.334125	220	170	70
0.064645	-0.147709	0.455871	220	170	70
-0.207572	0.452013	-0.457409	220	170	70
0.348045	-0.055444	0.344356	220	170	70
-0.041998	0.075732	-0.10359	220	170	70
-0.178813	0.123324	0.455178	220	170	70
0.238697	0.421776	0.126733	220	170	70
-0.131705	0.321466	0.319447	220	170	70
0.379081	0.419425	-0.065488	220	170	70
-0.065624	-0.237614	-0.012855	220	170	70
0.063627	-0.088474	0.46226	220	170	70
0.151521	-0.115714	0.282313	220	170	70
0.104973	-0.661243	-0.088082	220	170	70
0.417143	0.596789	-0.238372	220	170	70
-0.050175	0.517965	-0.051562	220	170	70
-0.0323	0.12086	0.516203	220	170	70
